6



4	4	4	4	4	1	87	1	4	4	4	4	4
4	4	4	4	4	1	0	1	4	4	4	4	4
4	4	4	4	4	1	0	1	4	4	4	4	4
4	4	4	4	4	1	0	1	4	4	4	4	4
4	4	4	4	4	1	0	1	4	4	4	4	4
4	4	4	4	1	1	0	1	1	4	4	4	4
4	4	4	4	1	13	0	41	1	4	4	4	4
4	4	4	4	1	1	0	1	1	4	4	4	4
4	4	4	4	4	1	0	1	4	4	4	4	4
4	4	4	4	4	1	0	1	4	4	4	4	4
4	4	4	4	4	1	0	1	4	4	4	4	4
4	4	4	4	4	1	0	1	4	4	4	4	4
4	4	4	4	4	1	0	1	4	4	4	4	4



11	12	0	1	16	1	88	1	0	0	15	15	16
16	15	0	1	0	1	0	1	109	0	0	11	18
0	0	114	1	101	0	15	1	81	1	1	1	1
1	1	81	1	0	1	1	1	0	0	102	0	11
0	0	0	0	102	0	0	101	0	1	1	1	1
0	1	114	1	1	1	1	1	1	1	19	18	15
102	1	15	1	12	15	18	0	0	1	11	105	12
0	1	16	1	11	15	0	105	0	1	113	0	113
0	1	1	1	1	1	1	81	1	1	1	81	1
101	0	0	0	0	0	102	209	0	109	0	0	0
0	1	1	1	1	1	81	1	1	1	1	1	81
0	1	16	18	15	0	114	0	1	16	11	0	113
87	1	12	19	15	0	0	0	1	15	18	0	0



42	0	0	204	0	0	0	0	0	205	0	0	0
0	0	205	0	0	0	0	0	0	0	204	0	0
0	2	0	0	0	0	122	0	0	0	0	2	0
0	2	2	2	2	2	84	2	2	2	2	2	0
0	2	15	0	2	0	0	0	2	0	16	2	0
0	2	15	0	81	0	0	0	81	0	19	2	0
0	2	2	2	2	0	0	0	2	2	2	2	0
0	2	0	0	81	0	0	0	81	0	18	2	0
0	2	43	0	2	0	0	0	2	11	12	2	0
0	2	2	2	2	0	0	0	2	2	2	2	0
101	2	27	0	82	0	0	0	82	0	26	2	101
0	2	2	2	2	2	2	2	2	2	2	2	0
88	0	0	0	0	0	204	0	0	0	0	0	87



15	1	11	0	12	1	87	1	18	113	81	0	0
113	1	1	0	207	1	119	1	12	0	1	0	0
0	205	0	15	113	81	0	1	1	1	1	1	11
0	1	1	0	81	1	0	0	0	102	0	1	0
102	1	18	0	19	1	0	1	1	1	206	1	109
0	1	1	1	1	1	82	1	19	1	0	1	0
0	19	105	0	12	1	0	1	113	1	113	1	0
0	1	1	1	82	1	0	102	0	0	0	1	19
11	1	0	0	114	1	0	1	1	1	0	1	0
0	1	21	19	0	1	0	18	1	44	0	105	0
105	1	1	1	1	1	109	81	1	1	0	1	1
0	1	207	207	1	1	0	15	101	1	0	0	0
0	0	103	0	0	102	0	1	1	1	0	0	88



11	12	19	1	16	1	88	1	19	1	17	1	11
15	16	18	1	114	1	0	1	18	1	0	1	15
1	84	1	1	0	0	0	0	105	1	121	1	109
113	0	105	1	0	1	1	1	1	1	0	82	0
109	0	102	1	105	1	0	102	0	1	15	1	0
103	0	101	1	0	1	206	1	0	1	0	1	0
1	0	1	1	0	1	18	1	0	105	0	1	18
1	82	1	1	0	1	0	1	1	1	1	1	0
45	0	0	81	103	1	102	1	0	0	0	205	0
1	1	1	207	0	0	0	113	11	1	0	1	12
19	18	1	207	1	0	1	1	1	1	0	1	1
11	0	81	119	0	113	1	19	0	114	81	0	1
20	15	1	82	18	1	1	12	0	0	1	0	87



11	11	11	0	1	0	87	0	1	0	12	12	12
18	18	18	0	1	0	0	0	1	0	19	19	19
0	0	0	0	81	0	0	0	81	0	0	0	0
1	1	1	1	1	1	82	1	1	1	1	1	1
11	0	81	18	1	82	115	82	1	19	81	0	12
1	0	1	0	1	0	0	0	1	0	1	0	1
16	103	1	0	1	1	81	1	1	0	1	103	16
1	1	1	114	1	81	121	81	1	114	1	1	1
0	0	109	0	1	0	0	0	1	0	109	0	0
0	1	1	1	1	1	83	1	1	1	1	1	0
15	0	0	113	1	0	0	0	1	113	0	0	15
1	1	1	81	1	0	1	0	1	81	1	1	1
46	0	0	0	0	0	1	0	0	0	0	0	88



